car: retangulo: - x:9750.000000 - y:0.000000 - w:11700.000000 - h:2724.000000
cep quadra:b8-1.76, area: 9696.000000
cep quadra:b8-54.125, area: 3073632.000000
cep quadra:b8-54.126, area: 3083328.000000
cep quadra:b8-54.127, area: 3093024.000000
cep quadra:b8-54.128, area: 3102720.000000
cep quadra:b8-54.129, area: 3112416.000000
cep quadra:b8-54.130, area: 3122112.000000
cep quadra:b8-54.131, area: 3131808.000000
cep quadra:b8-54.132, area: 3141504.000000
cep quadra:b8-54.133, area: 3151200.000000
cep quadra:b8-54.134, area: 3160896.000000
cep quadra:b8-54.135, area: 3170592.000000
cep quadra:b8-54.136, area: 3180288.000000
cep quadra:b8-54.137, area: 3189984.000000
cep quadra:b8-54.138, area: 3199680.000000
cep quadra:b8-54.139, area: 3209376.000000
cep quadra:b8-54.140, area: 3219072.000000
cep quadra:b8-54.141, area: 3228768.000000
cep quadra:b8-54.142, area: 3238464.000000
cep quadra:b8-54.143, area: 3248160.000000
cep quadra:b8-54.144, area: 3257856.000000
cep quadra:b8-54.145, area: 3267552.000000
cep quadra:b8-54.146, area: 3277248.000000
cep quadra:b8-54.147, area: 3286944.000000
cep quadra:b8-54.148, area: 3296640.000000
cep quadra:b8-54.149, area: 3306336.000000
cep quadra:b8-54.150, area: 3316032.000000
cep quadra:b8-54.151, area: 3325728.000000
cep quadra:b8-54.152, area: 3335424.000000
cep quadra:b8-54.153, area: 3345120.000000
cep quadra:b8-54.154, area: 3354816.000000
cep quadra:b8-54.155, area: 3364512.000000
cep quadra:b8-54.156, area: 3374208.000000
cep quadra:b8-54.157, area: 3383904.000000
cep quadra:b8-54.158, area: 3393600.000000
cep quadra:b8-54.159, area: 3403296.000000
cep quadra:b8-54.160, area: 3412992.000000
cep quadra:b8-54.161, area: 3422688.000000
cep quadra:b8-54.162, area: 3432384.000000
cep quadra:b8-54.163, area: 3442080.000000
cep quadra:b8-54.164, area: 3451776.000000
cep quadra:b8-55.76, area: 3461472.000000
cep quadra:b8-55.77, area: 3471168.000000
cep quadra:b8-55.78, area: 3480864.000000
cep quadra:b8-55.79, area: 3490560.000000
cep quadra:b8-55.80, area: 3500256.000000
cep quadra:b8-55.81, area: 3509952.000000
cep quadra:b8-55.82, area: 3519648.000000
cep quadra:b8-55.83, area: 3529344.000000
cep quadra:b8-55.84, area: 3539040.000000
cep quadra:b8-55.85, area: 3548736.000000
cep quadra:b8-55.86, area: 3558432.000000
cep quadra:b8-55.87, area: 3568128.000000
cep quadra:b8-55.88, area: 3577824.000000
cep quadra:b8-55.89, area: 3587520.000000
cep quadra:b8-55.90, area: 3597216.000000
cep quadra:b8-55.91, area: 3606912.000000
cep quadra:b8-55.92, area: 3616608.000000
cep quadra:b8-55.93, area: 3626304.000000
cep quadra:b8-55.94, area: 3636000.000000
cep quadra:b8-55.95, area: 3645696.000000
cep quadra:b8-55.96, area: 3655392.000000
cep quadra:b8-55.97, area: 3665088.000000
cep quadra:b8-55.98, area: 3674784.000000
cep quadra:b8-55.99, area: 3684480.000000
cep quadra:b8-55.100, area: 3694176.000000
cep quadra:b8-55.101, area: 3703872.000000
cep quadra:b8-55.102, area: 3713568.000000
cep quadra:b8-55.103, area: 3723264.000000
cep quadra:b8-55.104, area: 3732960.000000
cep quadra:b8-55.105, area: 3742656.000000
cep quadra:b8-55.106, area: 3752352.000000
cep quadra:b8-55.107, area: 3762048.000000
cep quadra:b8-55.108, area: 3771744.000000
cep quadra:b8-55.109, area: 3781440.000000
cep quadra:b8-55.110, area: 3791136.000000
cep quadra:b8-55.111, area: 3800832.000000
cep quadra:b8-55.112, area: 3810528.000000
cep quadra:b8-55.113, area: 3820224.000000
cep quadra:b8-55.114, area: 3829920.000000
cep quadra:b8-55.115, area: 3839616.000000
cep quadra:b8-55.116, area: 3849312.000000
cep quadra:b8-55.117, area: 3859008.000000
cep quadra:b8-55.118, area: 3868704.000000
cep quadra:b8-55.119, area: 3878400.000000
cep quadra:b8-55.120, area: 3888096.000000
cep quadra:b8-55.121, area: 3897792.000000
cep quadra:b8-55.122, area: 3907488.000000
cep quadra:b8-55.123, area: 3917184.000000
cep quadra:b8-55.124, area: 3926880.000000
cep quadra:b8-55.125, area: 3936576.000000
cep quadra:b8-55.126, area: 3946272.000000
cep quadra:b8-55.127, area: 3955968.000000
cep quadra:b8-55.128, area: 3965664.000000
cep quadra:b8-55.129, area: 3975360.000000
cep quadra:b8-55.130, area: 3985056.000000
cep quadra:b8-55.131, area: 3994752.000000
cep quadra:b8-55.132, area: 4004448.000000
cep quadra:b8-55.133, area: 4014144.000000
cep quadra:b8-55.134, area: 4023840.000000
cep quadra:b8-55.135, area: 4033536.000000
cep quadra:b8-55.136, area: 4043232.000000
cep quadra:b8-55.137, area: 4052928.000000
cep quadra:b8-55.138, area: 4062624.000000
cep quadra:b8-55.139, area: 4072320.000000
cep quadra:b8-55.140, area: 4082016.000000
cep quadra:b8-55.141, area: 4091712.000000
cep quadra:b8-55.142, area: 4101408.000000
cep quadra:b8-55.143, area: 4111104.000000
cep quadra:b8-55.144, area: 4120800.000000
cep quadra:b8-55.145, area: 4130496.000000
cep quadra:b8-55.146, area: 4140192.000000
cep quadra:b8-55.147, area: 4149888.000000
cep quadra:b8-55.148, area: 4159584.000000
cep quadra:b8-55.149, area: 4169280.000000
cep quadra:b8-55.150, area: 4178976.000000
cep quadra:b8-55.151, area: 4188672.000000
cep quadra:b8-55.152, area: 4198368.000000
cep quadra:b8-55.153, area: 4208064.000000
cep quadra:b8-55.154, area: 4217760.000000
cep quadra:b8-55.155, area: 4227456.000000
cep quadra:b8-55.156, area: 4237152.000000
cep quadra:b8-55.157, area: 4246848.000000
cep quadra:b8-55.158, area: 4256544.000000
cep quadra:b8-55.159, area: 4266240.000000
cep quadra:b8-55.160, area: 4275936.000000
cep quadra:b8-55.161, area: 4285632.000000
cep quadra:b8-55.162, area: 4295328.000000
cep quadra:b8-55.163, area: 4305024.000000
cep quadra:b8-55.164, area: 4314720.000000
cep quadra:b8-56.76, area: 4324416.000000
cep quadra:b8-56.77, area: 4334112.000000
cep quadra:b8-56.78, area: 4343808.000000
cep quadra:b8-56.79, area: 4353504.000000
cep quadra:b8-56.80, area: 4363200.000000
cep quadra:b8-56.81, area: 4372896.000000
cep quadra:b8-56.82, area: 4382592.000000
cep quadra:b8-56.83, area: 4392288.000000
cep quadra:b8-56.84, area: 4401984.000000
cep quadra:b8-56.85, area: 4411680.000000
cep quadra:b8-56.86, area: 4421376.000000
cep quadra:b8-56.87, area: 4431072.000000
cep quadra:b8-56.88, area: 4440768.000000
cep quadra:b8-56.89, area: 4450464.000000
cep quadra:b8-56.90, area: 4460160.000000
cep quadra:b8-56.91, area: 4469856.000000
cep quadra:b8-56.92, area: 4479552.000000
cep quadra:b8-56.93, area: 4489248.000000
cep quadra:b8-56.94, area: 4498944.000000
cep quadra:b8-56.95, area: 4508640.000000
cep quadra:b8-56.96, area: 4518336.000000
cep quadra:b8-56.97, area: 4528032.000000
cep quadra:b8-56.98, area: 4537728.000000
cep quadra:b8-56.99, area: 4547424.000000
cep quadra:b8-56.100, area: 4557120.000000
cep quadra:b8-56.101, area: 4566816.000000
cep quadra:b8-56.102, area: 4576512.000000
cep quadra:b8-56.103, area: 4586208.000000
cep quadra:b8-56.104, area: 4595904.000000
cep quadra:b8-56.105, area: 4605600.000000
cep quadra:b8-56.106, area: 4615296.000000
cep quadra:b8-56.107, area: 4624992.000000
cep quadra:b8-56.108, area: 4634688.000000
cep quadra:b8-56.109, area: 4644384.000000
cep quadra:b8-56.110, area: 4654080.000000
cep quadra:b8-56.111, area: 4663776.000000
cep quadra:b8-56.112, area: 4673472.000000
cep quadra:b8-56.113, area: 4683168.000000
cep quadra:b8-56.114, area: 4692864.000000
cep quadra:b8-56.115, area: 4702560.000000
cep quadra:b8-56.116, area: 4712256.000000
cep quadra:b8-56.117, area: 4721952.000000
cep quadra:b8-56.118, area: 4731648.000000
cep quadra:b8-56.119, area: 4741344.000000
cep quadra:b8-56.120, area: 4751040.000000
cep quadra:b8-56.121, area: 4760736.000000
cep quadra:b8-56.122, area: 4770432.000000
cep quadra:b8-56.123, area: 4780128.000000
cep quadra:b8-56.124, area: 4789824.000000
cep quadra:b8-56.125, area: 4799520.000000
cep quadra:b8-56.126, area: 4809216.000000
cep quadra:b8-56.127, area: 4818912.000000
cep quadra:b8-56.128, area: 4828608.000000
cep quadra:b8-56.129, area: 4838304.000000
cep quadra:b8-56.130, area: 4848000.000000
cep quadra:b8-56.131, area: 4857696.000000
cep quadra:b8-56.132, area: 4867392.000000
cep quadra:b8-56.133, area: 4877088.000000
cep quadra:b8-56.134, area: 4886784.000000
cep quadra:b8-56.135, area: 4896480.000000
cep quadra:b8-56.136, area: 4906176.000000
cep quadra:b8-56.137, area: 4915872.000000
cep quadra:b8-56.138, area: 4925568.000000
cep quadra:b8-56.139, area: 4935264.000000
cep quadra:b8-56.140, area: 4944960.000000
cep quadra:b8-56.141, area: 4954656.000000
cep quadra:b8-56.142, area: 4964352.000000
cep quadra:b8-56.143, area: 4974048.000000
cep quadra:b8-56.144, area: 4983744.000000
cep quadra:b8-56.145, area: 4993440.000000
cep quadra:b8-56.146, area: 5003136.000000
cep quadra:b8-56.147, area: 5012832.000000
cep quadra:b8-56.148, area: 5022528.000000
cep quadra:b8-56.149, area: 5032224.000000
cep quadra:b8-56.150, area: 5041920.000000
cep quadra:b8-56.151, area: 5051616.000000
cep quadra:b8-56.152, area: 5061312.000000
cep quadra:b8-56.153, area: 5071008.000000
cep quadra:b8-56.154, area: 5080704.000000
cep quadra:b8-56.155, area: 5090400.000000
cep quadra:b8-56.156, area: 5100096.000000
cep quadra:b8-56.157, area: 5109792.000000
cep quadra:b8-56.158, area: 5119488.000000
cep quadra:b8-56.159, area: 5129184.000000
cep quadra:b8-56.160, area: 5138880.000000
cep quadra:b8-56.161, area: 5148576.000000
cep quadra:b8-56.162, area: 5158272.000000
cep quadra:b8-56.163, area: 5167968.000000
cep quadra:b8-56.164, area: 5177664.000000
cep quadra:b8-57.76, area: 5187360.000000
cep quadra:b8-57.77, area: 5197056.000000
cep quadra:b8-57.78, area: 5206752.000000
cep quadra:b8-57.79, area: 5216448.000000
cep quadra:b8-57.80, area: 5226144.000000
cep quadra:b8-57.81, area: 5235840.000000
cep quadra:b8-57.82, area: 5245536.000000
cep quadra:b8-57.83, area: 5255232.000000
cep quadra:b8-57.84, area: 5264928.000000
cep quadra:b8-57.85, area: 5274624.000000
cep quadra:b8-57.86, area: 5284320.000000
cep quadra:b8-57.87, area: 5294016.000000
cep quadra:b8-57.88, area: 5303712.000000
cep quadra:b8-57.89, area: 5313408.000000
cep quadra:b8-57.90, area: 5323104.000000
cep quadra:b8-57.91, area: 5332800.000000
cep quadra:b8-57.92, area: 5342496.000000
cep quadra:b8-57.93, area: 5352192.000000
cep quadra:b8-57.94, area: 5361888.000000
cep quadra:b8-57.95, area: 5371584.000000
cep quadra:b8-57.96, area: 5381280.000000
cep quadra:b8-57.97, area: 5390976.000000
cep quadra:b8-57.98, area: 5400672.000000
cep quadra:b8-57.99, area: 5410368.000000
cep quadra:b8-57.100, area: 5420064.000000
cep quadra:b8-57.101, area: 5429760.000000
cep quadra:b8-57.102, area: 5439456.000000
cep quadra:b8-57.103, area: 5449152.000000
cep quadra:b8-57.104, area: 5458848.000000
cep quadra:b8-57.105, area: 5468544.000000
cep quadra:b8-57.106, area: 5478240.000000
cep quadra:b8-57.107, area: 5487936.000000
cep quadra:b8-57.108, area: 5497632.000000
cep quadra:b8-57.109, area: 5507328.000000
cep quadra:b8-57.110, area: 5517024.000000
cep quadra:b8-57.111, area: 5526720.000000
cep quadra:b8-57.112, area: 5536416.000000
cep quadra:b8-57.113, area: 5546112.000000
cep quadra:b8-57.114, area: 5555808.000000
cep quadra:b8-57.115, area: 5565504.000000
cep quadra:b8-57.116, area: 5575200.000000
cep quadra:b8-57.117, area: 5584896.000000
cep quadra:b8-57.118, area: 5594592.000000
cep quadra:b8-57.119, area: 5604288.000000
cep quadra:b8-57.120, area: 5613984.000000
cep quadra:b8-57.121, area: 5623680.000000
cep quadra:b8-57.122, area: 5633376.000000
cep quadra:b8-57.123, area: 5643072.000000
cep quadra:b8-57.124, area: 5652768.000000
cep quadra:b8-57.125, area: 5662464.000000
cep quadra:b8-57.126, area: 5672160.000000
cep quadra:b8-57.127, area: 5681856.000000
cep quadra:b8-57.128, area: 5691552.000000
cep quadra:b8-57.129, area: 5701248.000000
cep quadra:b8-57.130, area: 5710944.000000
cep quadra:b8-57.131, area: 5720640.000000
cep quadra:b8-57.132, area: 5730336.000000
cep quadra:b8-57.133, area: 5740032.000000
cep quadra:b8-57.134, area: 5749728.000000
cep quadra:b8-57.135, area: 5759424.000000
cep quadra:b8-57.136, area: 5769120.000000
cep quadra:b8-57.137, area: 5778816.000000
cep quadra:b8-57.138, area: 5788512.000000
cep quadra:b8-57.139, area: 5798208.000000
cep quadra:b8-57.140, area: 5807904.000000
cep quadra:b8-57.141, area: 5817600.000000
cep quadra:b8-57.142, area: 5827296.000000
cep quadra:b8-57.143, area: 5836992.000000
cep quadra:b8-57.144, area: 5846688.000000
cep quadra:b8-57.145, area: 5856384.000000
cep quadra:b8-57.146, area: 5866080.000000
cep quadra:b8-57.147, area: 5875776.000000
cep quadra:b8-57.148, area: 5885472.000000
cep quadra:b8-57.149, area: 5895168.000000
cep quadra:b8-57.150, area: 5904864.000000
cep quadra:b8-57.151, area: 5914560.000000
cep quadra:b8-57.152, area: 5924256.000000
cep quadra:b8-57.153, area: 5933952.000000
cep quadra:b8-57.154, area: 5943648.000000
cep quadra:b8-57.155, area: 5953344.000000
cep quadra:b8-57.156, area: 5963040.000000
cep quadra:b8-57.157, area: 5972736.000000
cep quadra:b8-57.158, area: 5982432.000000
cep quadra:b8-57.159, area: 5992128.000000
cep quadra:b8-57.160, area: 6001824.000000
cep quadra:b8-57.161, area: 6011520.000000
cep quadra:b8-57.162, area: 6021216.000000
cep quadra:b8-57.163, area: 6030912.000000
cep quadra:b8-57.164, area: 6040608.000000
cep quadra:b8-58.76, area: 6050304.000000
cep quadra:b8-58.77, area: 6060000.000000
cep quadra:b8-58.78, area: 6069696.000000
cep quadra:b8-58.79, area: 6079392.000000
cep quadra:b8-58.80, area: 6089088.000000
cep quadra:b8-58.81, area: 6098784.000000
cep quadra:b8-58.82, area: 6108480.000000
cep quadra:b8-58.83, area: 6118176.000000
cep quadra:b8-58.84, area: 6127872.000000
cep quadra:b8-58.85, area: 6137568.000000
cep quadra:b8-58.86, area: 6147264.000000
cep quadra:b8-58.87, area: 6156960.000000
cep quadra:b8-58.88, area: 6166656.000000
cep quadra:b8-58.89, area: 6176352.000000
cep quadra:b8-58.90, area: 6186048.000000
cep quadra:b8-58.91, area: 6195744.000000
cep quadra:b8-58.92, area: 6205440.000000
cep quadra:b8-58.93, area: 6215136.000000
cep quadra:b8-58.94, area: 6224832.000000
cep quadra:b8-58.95, area: 6234528.000000
cep quadra:b8-58.96, area: 6244224.000000
cep quadra:b8-58.97, area: 6253920.000000
cep quadra:b8-58.98, area: 6263616.000000
cep quadra:b8-58.99, area: 6273312.000000
cep quadra:b8-58.100, area: 6283008.000000
cep quadra:b8-58.101, area: 6292704.000000
cep quadra:b8-58.102, area: 6302400.000000
cep quadra:b8-58.103, area: 6312096.000000
cep quadra:b8-58.104, area: 6321792.000000
cep quadra:b8-58.105, area: 6331488.000000
cep quadra:b8-58.106, area: 6341184.000000
cep quadra:b8-58.107, area: 6350880.000000
cep quadra:b8-58.108, area: 6360576.000000
cep quadra:b8-58.109, area: 6370272.000000
cep quadra:b8-58.110, area: 6379968.000000
cep quadra:b8-58.111, area: 6389664.000000
cep quadra:b8-58.112, area: 6399360.000000
cep quadra:b8-58.113, area: 6409056.000000
cep quadra:b8-58.114, area: 6418752.000000
cep quadra:b8-58.115, area: 6428448.000000
cep quadra:b8-58.116, area: 6438144.000000
cep quadra:b8-58.117, area: 6447840.000000
cep quadra:b8-58.118, area: 6457536.000000
cep quadra:b8-58.119, area: 6467232.000000
cep quadra:b8-58.120, area: 6476928.000000
cep quadra:b8-58.121, area: 6486624.000000
cep quadra:b8-58.122, area: 6496320.000000
cep quadra:b8-58.123, area: 6506016.000000
cep quadra:b8-58.124, area: 6515712.000000
cep quadra:b8-58.125, area: 6525408.000000
cep quadra:b8-58.126, area: 6535104.000000
cep quadra:b8-58.127, area: 6544800.000000
cep quadra:b8-58.128, area: 6554496.000000
cep quadra:b8-58.129, area: 6564192.000000
cep quadra:b8-58.130, area: 6573888.000000
cep quadra:b8-58.131, area: 6583584.000000
cep quadra:b8-58.132, area: 6593280.000000
cep quadra:b8-58.133, area: 6602976.000000
cep quadra:b8-58.134, area: 6612672.000000
cep quadra:b8-58.135, area: 6622368.000000
cep quadra:b8-58.136, area: 6632064.000000
cep quadra:b8-58.137, area: 6641760.000000
cep quadra:b8-58.138, area: 6651456.000000
cep quadra:b8-58.139, area: 6661152.000000
cep quadra:b8-58.140, area: 6670848.000000
cep quadra:b8-58.141, area: 6680544.000000
cep quadra:b8-58.142, area: 6690240.000000
cep quadra:b8-58.143, area: 6699936.000000
cep quadra:b8-58.144, area: 6709632.000000
cep quadra:b8-58.145, area: 6719328.000000
cep quadra:b8-58.146, area: 6729024.000000
cep quadra:b8-58.147, area: 6738720.000000
cep quadra:b8-58.148, area: 6748416.000000
cep quadra:b8-58.149, area: 6758112.000000
cep quadra:b8-58.150, area: 6767808.000000
cep quadra:b8-58.151, area: 6777504.000000
cep quadra:b8-58.152, area: 6787200.000000
cep quadra:b8-58.153, area: 6796896.000000
cep quadra:b8-58.154, area: 6806592.000000
cep quadra:b8-58.155, area: 6816288.000000
cep quadra:b8-58.156, area: 6825984.000000
cep quadra:b8-58.157, area: 6835680.000000
cep quadra:b8-58.158, area: 6845376.000000
cep quadra:b8-58.159, area: 6855072.000000
cep quadra:b8-58.160, area: 6864768.000000
cep quadra:b8-58.161, area: 6874464.000000
cep quadra:b8-58.162, area: 6884160.000000
cep quadra:b8-58.163, area: 6893856.000000
cep quadra:b8-58.164, area: 6903552.000000
cep quadra:b8-59.76, area: 6913248.000000
cep quadra:b8-59.77, area: 6922944.000000
cep quadra:b8-59.78, area: 6932640.000000
cep quadra:b8-59.79, area: 6942336.000000
cep quadra:b8-59.80, area: 6952032.000000
cep quadra:b8-59.81, area: 6961728.000000
cep quadra:b8-59.82, area: 6971424.000000
cep quadra:b8-59.83, area: 6981120.000000
cep quadra:b8-59.84, area: 6990816.000000
cep quadra:b8-59.85, area: 7000512.000000
cep quadra:b8-59.86, area: 7010208.000000
cep quadra:b8-59.87, area: 7019904.000000
cep quadra:b8-59.88, area: 7029600.000000
cep quadra:b8-59.89, area: 7039296.000000
cep quadra:b8-59.90, area: 7048992.000000
cep quadra:b8-59.91, area: 7058688.000000
cep quadra:b8-59.92, area: 7068384.000000
cep quadra:b8-59.93, area: 7078080.000000
cep quadra:b8-59.94, area: 7087776.000000
cep quadra:b8-59.95, area: 7097472.000000
cep quadra:b8-59.96, area: 7107168.000000
cep quadra:b8-59.97, area: 7116864.000000
cep quadra:b8-59.98, area: 7126560.000000
cep quadra:b8-59.99, area: 7136256.000000
cep quadra:b8-59.100, area: 7145952.000000
cep quadra:b8-59.101, area: 7155648.000000
cep quadra:b8-59.102, area: 7165344.000000
cep quadra:b8-59.103, area: 7175040.000000
cep quadra:b8-59.104, area: 7184736.000000
cep quadra:b8-59.105, area: 7194432.000000
cep quadra:b8-59.106, area: 7204128.000000
cep quadra:b8-59.107, area: 7213824.000000
cep quadra:b8-59.108, area: 7223520.000000
cep quadra:b8-59.109, area: 7233216.000000
cep quadra:b8-59.110, area: 7242912.000000
cep quadra:b8-59.111, area: 7252608.000000
cep quadra:b8-59.112, area: 7262304.000000
cep quadra:b8-59.113, area: 7272000.000000
cep quadra:b8-59.114, area: 7281696.000000
cep quadra:b8-59.115, area: 7291392.000000
cep quadra:b8-59.116, area: 7301088.000000
cep quadra:b8-59.117, area: 7310784.000000
cep quadra:b8-59.118, area: 7320480.000000
cep quadra:b8-59.119, area: 7330176.000000
cep quadra:b8-59.120, area: 7339872.000000
cep quadra:b8-59.121, area: 7349568.000000
cep quadra:b8-59.122, area: 7359264.000000
cep quadra:b8-59.123, area: 7368960.000000
cep quadra:b8-59.124, area: 7378656.000000
cep quadra:b8-59.125, area: 7388352.000000
cep quadra:b8-59.126, area: 7398048.000000
cep quadra:b8-59.127, area: 7407744.000000
cep quadra:b8-59.128, area: 7417440.000000
cep quadra:b8-59.129, area: 7427136.000000
cep quadra:b8-59.130, area: 7436832.000000
cep quadra:b8-59.131, area: 7446528.000000
cep quadra:b8-59.132, area: 7456224.000000
cep quadra:b8-59.133, area: 7465920.000000
cep quadra:b8-59.134, area: 7475616.000000
cep quadra:b8-59.135, area: 7485312.000000
cep quadra:b8-59.136, area: 7495008.000000
cep quadra:b8-59.137, area: 7504704.000000
cep quadra:b8-59.138, area: 7514400.000000
cep quadra:b8-59.139, area: 7524096.000000
cep quadra:b8-59.140, area: 7533792.000000
cep quadra:b8-59.141, area: 7543488.000000
cep quadra:b8-59.142, area: 7553184.000000
cep quadra:b8-59.143, area: 7562880.000000
cep quadra:b8-59.144, area: 7572576.000000
cep quadra:b8-59.145, area: 7582272.000000
cep quadra:b8-59.146, area: 7591968.000000
cep quadra:b8-59.147, area: 7601664.000000
cep quadra:b8-59.148, area: 7611360.000000
cep quadra:b8-59.149, area: 7621056.000000
cep quadra:b8-59.150, area: 7630752.000000
cep quadra:b8-59.151, area: 7640448.000000
cep quadra:b8-59.152, area: 7650144.000000
cep quadra:b8-59.153, area: 7659840.000000
cep quadra:b8-59.154, area: 7669536.000000
cep quadra:b8-59.155, area: 7679232.000000
cep quadra:b8-59.156, area: 7688928.000000
cep quadra:b8-59.157, area: 7698624.000000
cep quadra:b8-59.158, area: 7708320.000000
cep quadra:b8-59.159, area: 7718016.000000
cep quadra:b8-59.160, area: 7727712.000000
cep quadra:b8-59.161, area: 7737408.000000
cep quadra:b8-59.162, area: 7747104.000000
cep quadra:b8-59.163, area: 7756800.000000
cep quadra:b8-59.164, area: 7766496.000000
cep quadra:b8-60.76, area: 7776192.000000
cep quadra:b8-60.77, area: 7785888.000000
cep quadra:b8-60.78, area: 7795584.000000
cep quadra:b8-60.79, area: 7805280.000000
cep quadra:b8-60.80, area: 7814976.000000
cep quadra:b8-60.81, area: 7824672.000000
cep quadra:b8-60.82, area: 7834368.000000
cep quadra:b8-60.83, area: 7844064.000000
cep quadra:b8-60.84, area: 7853760.000000
cep quadra:b8-60.85, area: 7863456.000000
cep quadra:b8-60.86, area: 7873152.000000
cep quadra:b8-60.87, area: 7882848.000000
cep quadra:b8-60.88, area: 7892544.000000
cep quadra:b8-60.89, area: 7902240.000000
cep quadra:b8-60.90, area: 7911936.000000
cep quadra:b8-60.91, area: 7921632.000000
cep quadra:b8-60.92, area: 7931328.000000
cep quadra:b8-60.93, area: 7941024.000000
cep quadra:b8-60.94, area: 7950720.000000
cep quadra:b8-60.95, area: 7960416.000000
cep quadra:b8-60.96, area: 7970112.000000
cep quadra:b8-60.97, area: 7979808.000000
cep quadra:b8-60.98, area: 7989504.000000
cep quadra:b8-60.99, area: 7999200.000000
cep quadra:b8-60.100, area: 8008896.000000
cep quadra:b8-60.101, area: 8018592.000000
cep quadra:b8-60.102, area: 8028288.000000
cep quadra:b8-60.103, area: 8037984.000000
cep quadra:b8-60.104, area: 8047680.000000
cep quadra:b8-60.105, area: 8057376.000000
cep quadra:b8-60.106, area: 8067072.000000
cep quadra:b8-60.107, area: 8076768.000000
cep quadra:b8-60.108, area: 8086464.000000
cep quadra:b8-60.109, area: 8096160.000000
cep quadra:b8-60.110, area: 8105856.000000
cep quadra:b8-60.111, area: 8115552.000000
cep quadra:b8-60.112, area: 8125248.000000
cep quadra:b8-60.113, area: 8134944.000000
cep quadra:b8-60.114, area: 8144640.000000
cep quadra:b8-60.115, area: 8154336.000000
cep quadra:b8-60.116, area: 8164032.000000
cep quadra:b8-60.117, area: 8173728.000000
cep quadra:b8-60.118, area: 8183424.000000
cep quadra:b8-60.119, area: 8193120.000000
cep quadra:b8-60.120, area: 8202816.000000
cep quadra:b8-60.121, area: 8212512.000000
cep quadra:b8-60.122, area: 8222208.000000
cep quadra:b8-60.123, area: 8231904.000000
cep quadra:b8-60.124, area: 8241600.000000
cep quadra:b8-60.125, area: 8251296.000000
cep quadra:b8-60.126, area: 8260992.000000
cep quadra:b8-60.127, area: 8270688.000000
cep quadra:b8-60.128, area: 8280384.000000
cep quadra:b8-60.129, area: 8290080.000000
cep quadra:b8-60.130, area: 8299776.000000
cep quadra:b8-60.131, area: 8309472.000000
cep quadra:b8-60.132, area: 8319168.000000
cep quadra:b8-60.133, area: 8328864.000000
cep quadra:b8-60.134, area: 8338560.000000
cep quadra:b8-60.135, area: 8348256.000000
cep quadra:b8-60.136, area: 8357952.000000
cep quadra:b8-60.137, area: 8367648.000000
cep quadra:b8-60.138, area: 8377344.000000
cep quadra:b8-60.139, area: 8387040.000000
cep quadra:b8-60.140, area: 8396736.000000
cep quadra:b8-60.141, area: 8406432.000000
cep quadra:b8-60.142, area: 8416128.000000
cep quadra:b8-60.143, area: 8425824.000000
cep quadra:b8-60.144, area: 8435520.000000
cep quadra:b8-60.145, area: 8445216.000000
cep quadra:b8-60.146, area: 8454912.000000
cep quadra:b8-60.147, area: 8464608.000000
cep quadra:b8-60.148, area: 8474304.000000
cep quadra:b8-60.149, area: 8484000.000000
cep quadra:b8-60.150, area: 8493696.000000
cep quadra:b8-60.151, area: 8503392.000000
cep quadra:b8-60.152, area: 8513088.000000
cep quadra:b8-60.153, area: 8522784.000000
cep quadra:b8-60.154, area: 8532480.000000
cep quadra:b8-60.155, area: 8542176.000000
cep quadra:b8-60.156, area: 8551872.000000
cep quadra:b8-60.157, area: 8561568.000000
cep quadra:b8-60.158, area: 8571264.000000
cep quadra:b8-60.159, area: 8580960.000000
cep quadra:b8-60.160, area: 8590656.000000
cep quadra:b8-60.161, area: 8600352.000000
cep quadra:b8-60.162, area: 8610048.000000
cep quadra:b8-60.163, area: 8619744.000000
cep quadra:b8-60.164, area: 8629440.000000
cep quadra:b8-61.76, area: 8639136.000000
cep quadra:b8-61.77, area: 8648832.000000
cep quadra:b8-61.78, area: 8658528.000000
cep quadra:b8-61.79, area: 8668224.000000
cep quadra:b8-61.80, area: 8677920.000000
cep quadra:b8-61.81, area: 8687616.000000
cep quadra:b8-61.82, area: 8697312.000000
cep quadra:b8-61.83, area: 8707008.000000
cep quadra:b8-61.84, area: 8716704.000000
cep quadra:b8-61.85, area: 8726400.000000
cep quadra:b8-61.86, area: 8736096.000000
cep quadra:b8-61.87, area: 8745792.000000
cep quadra:b8-61.88, area: 8755488.000000
cep quadra:b8-61.89, area: 8765184.000000
cep quadra:b8-61.90, area: 8774880.000000
cep quadra:b8-61.91, area: 8784576.000000
cep quadra:b8-61.92, area: 8794272.000000
cep quadra:b8-61.93, area: 8803968.000000
cep quadra:b8-61.94, area: 8813664.000000
cep quadra:b8-61.95, area: 8823360.000000
cep quadra:b8-61.96, area: 8833056.000000
cep quadra:b8-61.97, area: 8842752.000000
cep quadra:b8-61.98, area: 8852448.000000
cep quadra:b8-61.99, area: 8862144.000000
cep quadra:b8-61.100, area: 8871840.000000
cep quadra:b8-61.101, area: 8881536.000000
cep quadra:b8-61.102, area: 8891232.000000
cep quadra:b8-61.103, area: 8900928.000000
cep quadra:b8-61.104, area: 8910624.000000
cep quadra:b8-61.105, area: 8920320.000000
cep quadra:b8-61.106, area: 8930016.000000
